,Date,HIGH,CLOSE,OPEN,LOW,NUM_NEG,NUM_NEU,NUM_POS,TW,weekend,NUM_NEG1,NUM_NEG2,NUM_NEG3,NUM_NEU1,NUM_NEU2,NUM_NEU3,NUM_POS1,NUM_POS2,NUM_POS3,TW1,TW2,TW3,CLOSE1,CLOSE2,CLOSE3,AXP,BA,CAT,CSCO,CVX,DD,DIS,GE,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,T,TRV,UNH,UTX,V,VZ,WMT,XOM
6756,10/19/13,38.78,38.76,38.6,38.42,1,6,3,10,1,10,0,17,39,44,53,5,15,16,54,59,86,38.76,38.54,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6757,10/20/13,38.78,38.76,38.6,38.42,0,12,2,14,1,1,10,0,6,39,44,3,5,15,10,54,59,38.76,38.76,38.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6758,10/21/13,38.95,38.83,38.95,38.6,10,22,5,37,0,0,1,10,12,6,39,2,3,5,14,10,54,38.76,38.76,38.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6759,10/22/13,39.25,39.1,38.86,38.69,1,55,7,63,0,10,0,1,22,12,6,5,2,3,37,14,10,38.83,38.76,38.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6760,10/23/13,39.25,39.08,39.08,38.8,3,26,14,43,0,1,10,0,55,22,12,7,5,2,63,37,14,39.1,38.83,38.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6761,10/24/13,39.37,38.81,39.15,38.76,7,51,15,73,0,3,1,10,26,55,22,14,7,5,43,63,37,39.08,39.1,38.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6762,10/25/13,39.15,39.02,38.84,38.63,5,34,19,58,0,7,3,1,51,26,55,15,14,7,73,43,63,38.81,39.08,39.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6763,10/26/13,39.15,39.02,38.84,38.63,1,25,5,31,1,5,7,3,34,51,26,19,15,14,58,73,43,39.02,38.81,39.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6764,10/27/13,39.15,39.02,38.84,38.63,0,9,10,19,1,1,5,7,25,34,51,5,19,15,31,58,73,39.02,39.02,38.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6765,10/28/13,39.75,39.61,38.98,38.98,9,70,25,104,0,0,1,5,9,25,34,10,5,19,19,31,58,39.02,39.02,39.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6766,10/29/13,39.96,39.8,39.57,39.35,3,55,19,77,0,9,0,1,70,9,25,25,10,5,104,19,31,39.61,39.02,39.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6767,10/30/13,39.89,39.63,39.88,39.51,2,34,10,46,0,3,9,0,55,70,9,19,25,10,77,104,19,39.8,39.61,39.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6768,10/31/13,39.86,39.59,39.51,39.51,1,33,4,38,0,2,3,9,34,55,70,10,19,25,46,77,104,39.63,39.8,39.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6769,11/1/13,39.72,39.61,39.57,39.33,0,40,14,54,0,1,2,3,33,34,55,4,10,19,38,46,77,39.59,39.63,39.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6770,11/2/13,39.72,39.61,39.57,39.33,0,19,5,24,1,0,1,2,40,33,34,14,4,10,54,38,46,39.61,39.59,39.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6771,11/3/13,39.72,39.61,39.57,39.33,2,20,6,28,1,0,0,1,19,40,33,5,14,4,24,54,38,39.61,39.61,39.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6772,11/4/13,39.81,39.52,39.71,39.3,5,42,15,62,0,2,0,0,20,19,40,6,5,14,28,24,54,39.61,39.61,39.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6773,11/5/13,39.64,39.5,39.36,39.22,0,42,15,57,0,5,2,0,42,20,19,15,6,5,62,28,24,39.52,39.61,39.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6774,11/6/13,40.22,40.05,39.61,39.45,6,76,18,100,0,0,5,2,42,42,20,15,15,6,57,62,28,39.5,39.52,39.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6775,11/7/13,40.25,39.84,40.08,39.76,4,36,15,55,0,6,0,5,76,42,42,18,15,15,100,57,62,40.05,39.5,39.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6776,11/8/13,40.05,40.04,39.74,39.49,2,66,8,76,0,4,6,0,36,76,42,15,18,15,55,100,57,39.84,40.05,39.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6777,11/9/13,40.05,40.04,39.74,39.49,0,12,3,15,1,2,4,6,66,36,76,8,15,18,76,55,100,40.04,39.84,40.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6778,11/10/13,40.05,40.04,39.74,39.49,0,12,11,23,1,0,2,4,12,66,36,3,8,15,15,76,55,40.04,40.04,39.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6779,11/11/13,40.05,39.86,40.01,39.77,5,41,14,60,0,0,0,2,12,12,66,11,3,8,23,15,76,40.04,40.04,40.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6780,11/12/13,39.99,39.89,39.91,39.62,7,31,7,45,0,5,0,0,41,12,12,14,11,3,60,23,15,39.86,40.04,40.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6781,11/13/13,40.12,40.12,39.82,39.65,1,33,14,48,0,7,5,0,31,41,12,7,14,11,45,60,23,39.89,39.86,40.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6782,11/14/13,40.44,40.22,40.05,40.03,3,41,83,127,0,1,7,5,33,31,41,14,7,14,48,45,60,40.12,39.89,39.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6783,11/15/13,40.32,40.22,40.15,39.96,1,79,12,92,0,3,1,7,41,33,31,83,14,7,127,48,45,40.22,40.12,39.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6784,11/16/13,40.32,40.22,40.15,39.96,0,21,4,25,1,1,3,1,79,41,33,12,83,14,92,127,48,40.22,40.22,40.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6785,11/17/13,40.32,40.22,40.15,39.96,0,27,8,35,1,0,1,3,21,79,41,4,12,83,25,92,127,40.22,40.22,40.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6786,11/18/13,40.24,40.19,40.24,40,5,40,22,67,0,0,0,1,27,21,79,8,4,12,35,25,92,40.22,40.22,40.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6787,11/19/13,40.22,40.15,40.14,39.92,1,46,15,62,0,5,0,0,40,27,21,22,8,4,67,35,25,40.19,40.22,40.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6788,11/20/13,40.45,40.07,40.07,39.94,1,41,10,52,0,1,5,0,46,40,27,15,22,8,62,67,35,40.15,40.19,40.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6789,11/21/13,40.49,40.43,40.15,40.1,5,80,18,103,0,1,1,5,41,46,40,10,15,22,52,62,67,40.07,40.15,40.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6790,11/22/13,40.46,40.42,40.34,40.09,3,89,24,116,0,5,1,1,80,41,46,18,10,15,103,52,62,40.43,40.07,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6791,11/23/13,40.46,40.42,40.34,40.09,1,50,6,57,1,3,5,1,89,80,41,24,18,10,116,103,52,40.42,40.43,40.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6792,11/24/13,40.46,40.42,40.34,40.09,2,18,2,22,1,1,3,5,50,89,80,6,24,18,57,116,103,40.42,40.42,40.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6793,11/25/13,40.88,40.39,40.48,40.33,9,48,58,115,0,2,1,3,18,50,89,2,6,24,22,57,116,40.42,40.42,40.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6794,11/26/13,40.6,40.26,40.49,40.24,3,45,17,65,0,9,2,1,48,18,50,58,2,6,115,22,57,40.39,40.42,40.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6795,11/27/13,40.3,40.2,40.09,39.69,2,59,14,75,0,3,9,2,45,48,18,17,58,2,65,115,22,40.26,40.39,40.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6796,11/28/13,40.3,40.2,40.09,39.69,0,35,2,37,1,2,3,9,59,45,48,14,17,58,75,65,115,40.2,40.26,40.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6797,11/29/13,40.48,40.14,40.27,40.11,9,41,10,60,0,0,2,3,35,59,45,2,14,17,37,75,65,40.2,40.2,40.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6798,11/30/13,40.48,40.14,40.27,40.11,0,37,5,42,1,9,0,2,41,35,59,10,2,14,60,37,75,40.14,40.2,40.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6799,12/1/13,40.48,40.14,40.27,40.11,0,23,8,31,1,0,9,0,37,41,35,5,10,2,42,60,37,40.14,40.14,40.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6800,12/2/13,40.2,40.09,40.1,39.74,23,66,18,107,0,0,0,9,23,37,41,8,5,10,31,42,60,40.14,40.14,40.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6801,12/3/13,40.39,40.36,40.05,40.01,1,40,7,48,0,23,0,0,66,23,37,18,8,5,107,31,42,40.09,40.14,40.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6802,12/4/13,40.47,40.36,40.11,39.94,1,77,7,85,0,1,23,0,40,66,23,7,18,8,48,107,31,40.36,40.09,40.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6803,12/5/13,40.4,39.83,40.32,39.8,3,97,4,104,0,1,1,23,77,40,66,7,7,18,85,48,107,40.36,40.36,40.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6804,12/6/13,40.5,40.46,40.05,40.05,0,60,13,73,0,3,1,1,97,77,40,4,7,7,104,85,48,39.83,40.36,40.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6805,12/7/13,40.5,40.46,40.05,40.05,0,51,9,60,1,0,3,1,60,97,77,13,4,7,73,104,85,40.46,39.83,40.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6806,12/8/13,40.5,40.46,40.05,40.05,0,37,5,42,1,0,0,3,51,60,97,9,13,4,60,73,104,40.46,40.46,39.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6807,12/9/13,40.5,40.41,40.4,40.2,13,93,23,129,0,0,0,0,37,51,60,5,9,13,42,60,73,40.46,40.46,40.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6808,12/10/13,40.29,39.86,40.26,39.75,7,92,6,105,0,13,0,0,93,37,51,23,5,9,129,42,60,40.41,40.46,40.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6809,12/11/13,40.34,40.11,39.99,39.89,4,62,13,79,0,7,13,0,92,93,37,6,23,5,105,129,42,39.86,40.41,40.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6810,12/12/13,40.21,39.22,39.99,39.18,10,120,18,148,0,4,7,13,62,92,93,13,6,23,79,105,129,40.11,39.86,40.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6811,12/13/13,39.64,39.22,39.5,39.21,13,146,11,170,0,10,4,7,120,62,92,18,13,6,148,79,105,39.22,40.11,39.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6812,12/14/13,39.64,39.22,39.5,39.21,7,53,10,70,1,13,10,4,146,120,62,11,18,13,170,148,79,39.22,39.22,40.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6813,12/15/13,39.64,39.22,39.5,39.21,7,38,8,53,1,7,13,10,53,146,120,10,11,18,70,170,148,39.22,39.22,39.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6814,12/16/13,39.57,39.27,39.46,39.2,7,51,9,67,0,7,7,13,38,53,146,8,10,11,53,70,170,39.22,39.22,39.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6815,12/17/13,39.25,39.1,39.12,38.87,12,57,15,84,0,7,7,7,51,38,53,9,8,10,67,53,70,39.27,39.22,39.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6816,12/18/13,40.08,40.04,39.27,39,9,76,9,94,0,12,7,7,57,51,38,15,9,8,84,67,53,39.1,39.27,39.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6817,12/19/13,40.1,39.87,40,39.56,10,59,9,78,0,9,12,7,76,57,51,9,15,9,94,84,67,40.04,39.1,39.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6818,12/20/13,40.19,40.03,39.95,39.85,0,68,7,75,0,10,9,12,59,76,57,9,9,15,78,94,84,39.87,40.04,39.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6819,12/21/13,40.19,40.03,39.95,39.85,0,44,2,46,1,0,10,9,68,59,76,7,9,9,75,78,94,40.03,39.87,40.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6820,12/22/13,40.19,40.03,39.95,39.85,2,22,5,29,1,0,0,10,44,68,59,2,7,9,46,75,78,40.03,40.03,39.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6821,12/23/13,40.24,40.17,40.1,39.87,4,52,12,68,0,2,0,0,22,44,68,5,2,7,29,46,75,40.03,40.03,40.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6822,12/24/13,40.31,40.19,40.07,40.07,10,66,21,97,0,4,2,0,52,22,44,12,5,2,68,29,46,40.17,40.03,40.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6823,12/25/13,40.31,40.19,40.07,40.07,1,25,1,27,1,10,4,2,66,52,22,21,12,5,97,68,29,40.19,40.17,40.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6824,12/26/13,40.54,40.51,40.22,40.14,6,37,7,50,0,1,10,4,25,66,52,1,21,12,27,97,68,40.19,40.19,40.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6825,12/27/13,40.79,40.67,40.69,40.53,0,40,15,55,0,6,1,10,37,25,66,7,1,21,50,27,97,40.51,40.19,40.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6826,12/28/13,40.79,40.67,40.69,40.53,1,47,30,78,1,0,6,1,40,37,25,15,7,1,55,50,27,40.67,40.51,40.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6827,12/29/13,40.79,40.67,40.69,40.53,0,35,7,42,1,1,0,6,47,40,37,30,15,7,78,55,50,40.67,40.67,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6828,12/30/13,41.14,41.08,40.82,40.76,1,93,37,131,0,0,1,0,35,47,40,7,30,15,42,78,55,40.67,40.67,40.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6829,12/31/13,41.39,41.3,41.12,40.98,1,59,20,80,0,1,0,1,93,35,47,37,7,30,131,42,78,41.08,40.67,40.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6830,1/1/14,41.39,41.3,41.12,40.98,1,58,5,64,1,1,1,0,59,93,35,20,37,7,80,131,42,41.3,41.08,40.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6831,1/2/14,41.23,40.67,41.12,40.51,7,48,26,81,0,1,1,1,58,59,93,5,20,37,64,80,131,41.3,41.3,41.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6832,1/3/14,40.73,40.46,40.64,40.35,19,51,9,79,0,7,1,1,48,58,59,26,5,20,81,64,80,40.67,41.3,41.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6833,1/4/14,40.73,40.46,40.64,40.35,2,29,16,47,1,19,7,1,51,48,58,9,26,5,79,81,64,40.46,40.67,41.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6834,1/5/14,40.73,40.46,40.64,40.35,1,34,15,50,1,2,19,7,29,51,48,16,9,26,47,79,81,40.46,40.46,40.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6835,1/6/14,40.6,40.28,40.5,40.16,3,83,15,101,0,1,2,19,34,29,51,15,16,9,50,47,79,40.46,40.46,40.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6836,1/7/14,40.72,40.36,40.45,40.29,5,68,14,87,0,3,1,2,83,34,29,15,15,16,101,50,47,40.28,40.46,40.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6837,1/8/14,40.44,39.92,40.44,39.83,4,36,14,54,0,5,3,1,68,83,34,14,15,15,87,101,50,40.36,40.28,40.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6838,1/9/14,40,39.74,39.95,39.51,3,69,10,82,0,4,5,3,36,68,83,14,14,15,54,87,101,39.92,40.36,40.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6839,1/10/14,40.29,40.14,39.96,39.9,2,92,19,113,0,3,4,5,69,36,68,10,14,14,82,54,87,39.74,39.92,40.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6840,1/11/14,40.29,40.14,39.96,39.9,0,65,8,73,1,2,3,4,92,69,36,19,10,14,113,82,54,40.14,39.74,39.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6841,1/12/14,40.29,40.14,39.96,39.9,0,45,6,51,1,0,2,3,65,92,69,8,19,10,73,113,82,40.14,40.14,39.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6842,1/13/14,40.13,39.52,40.01,39.5,4,88,12,104,0,0,0,2,45,65,92,6,8,19,51,73,113,40.14,40.14,40.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6843,1/14/14,39.92,39.67,39.64,39.58,3,70,11,84,0,4,0,0,88,45,65,12,6,8,104,51,73,39.52,40.14,40.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6844,1/15/14,39.94,39.76,39.86,39.58,3,66,15,84,0,3,4,0,70,88,45,11,12,6,84,104,51,39.67,39.52,40.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6845,1/16/14,39.82,39.7,39.67,39.58,1,44,40,85,0,3,3,4,66,70,88,15,11,12,84,84,104,39.76,39.67,39.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6846,1/17/14,39.77,39.3,39.71,39.29,2,57,30,89,0,1,3,3,44,66,70,40,15,11,85,84,84,39.7,39.76,39.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6847,1/18/14,39.77,39.3,39.71,39.29,6,31,13,50,1,2,1,3,57,44,66,30,40,15,89,85,84,39.3,39.7,39.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6848,1/19/14,39.77,39.3,39.71,39.29,1,47,8,56,1,6,2,1,31,57,44,13,30,40,50,89,85,39.3,39.3,39.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6849,1/20/14,39.77,39.3,39.71,39.29,2,42,17,61,1,1,6,2,47,31,57,8,13,30,56,50,89,39.3,39.3,39.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6850,1/21/14,39.92,39.92,39.7,39.53,10,101,9,120,0,2,1,6,42,47,31,17,8,13,61,56,50,39.3,39.3,39.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6851,1/22/14,40.09,39.93,39.99,39.75,2,90,22,114,0,10,2,1,101,42,47,9,17,8,120,61,56,39.92,39.3,39.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6852,1/23/14,39.64,39.25,39.61,39.12,5,71,21,97,0,2,10,2,90,101,42,22,9,17,114,120,61,39.93,39.92,39.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6853,1/24/14,39.29,38.86,39.08,38.82,19,72,18,109,0,5,2,10,71,90,101,21,22,9,97,114,120,39.25,39.93,39.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6854,1/25/14,39.29,38.86,39.08,38.82,15,29,6,50,1,19,5,2,72,71,90,18,21,22,109,97,114,38.86,39.25,39.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6855,1/26/14,39.29,38.86,39.08,38.82,3,24,3,30,1,15,19,5,29,72,71,6,18,21,50,109,97,38.86,38.86,39.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6856,1/27/14,38.98,38.74,38.82,38.71,6,47,3,56,0,3,15,19,24,29,72,3,6,18,30,50,109,38.86,38.86,38.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6857,1/28/14,39.08,38.88,38.76,38.62,5,56,14,75,0,6,3,15,47,24,29,3,3,6,56,30,50,38.74,38.86,38.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6858,1/29/14,38.57,37.91,38.53,37.82,11,57,14,82,0,5,6,3,56,47,24,14,3,3,75,56,30,38.88,38.74,38.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6859,1/30/14,38.41,38.18,38.08,38,4,46,18,68,0,11,5,6,57,56,47,14,14,3,82,75,56,37.91,38.88,38.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
